date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:39	68220/68220	---M-Z	200	added ('OK')	text/html	etag:%22b8e243c-10a7c-5d2a85e2e8900-gzip%22	https://codervent.com/syndash/demo/vertical/component-buttons.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-buttons.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:29	56730/56730	---M-Z	200	added ('OK')	text/html	etag:%22b8e243d-dd9a-5d2a85ea89b00-gzip%22	https://codervent.com/syndash/demo/vertical/component-cards.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-cards.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:50	44449/44449	---M-Z	200	added ('OK')	text/html	etag:%22b8e243e-ada1-5d2a85f413180-gzip%22	https://codervent.com/syndash/demo/vertical/component-carousels.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-carousels.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:52	40549/40549	---M-Z	200	added ('OK')	text/html	etag:%22b8e2438-9e65-5d2a85c093800-gzip%22	https://codervent.com/syndash/demo/vertical/component-acordians.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-acordians.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:52	41787/41787	---M-Z	200	added ('OK')	text/html	etag:%22b8e2440-a33b-5d2a860725e80-gzip%22	https://codervent.com/syndash/demo/vertical/component-list-groups.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-list-groups.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:54	40900/40900	---M-Z	200	added ('OK')	text/html	etag:%22b8e2441-9fc4-5d2a860cdec00-gzip%22	https://codervent.com/syndash/demo/vertical/component-media-object.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-media-object.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:54	56615/56615	---M-Z	200	added ('OK')	text/html	etag:%22b8e2442-dd27-5d2a861668280-gzip%22	https://codervent.com/syndash/demo/vertical/component-modals.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-modals.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:47:59	48750/48750	---M-Z	200	added ('OK')	text/html	etag:%22b8e2443-be6e-5d2a861ff1900-gzip%22	https://codervent.com/syndash/demo/vertical/component-navs.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-navs.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:48:12	44465/44465	---M-Z	200	added ('OK')	text/html	etag:%22b8e244a-adb1-5d2a86700d600-gzip%22	https://codervent.com/syndash/demo/vertical/components-navbar.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/components-navbar.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:05	39032/39032	---M-Z	200	added ('OK')	text/html	etag:%22b8e2445-9878-5d2a8636d4f00-gzip%22	https://codervent.com/syndash/demo/vertical/component-paginations.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-paginations.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:30	36236/36236	---M-Z	200	added ('OK')	text/html	etag:%22b8e2446-8d8c-5d2a863e76100-gzip%22	https://codervent.com/syndash/demo/vertical/component-popovers-tooltips.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-popovers-tooltips.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:30	38759/38759	---M-Z	200	added ('OK')	text/html	etag:%22b8e2447-9767-5d2a864617300-gzip%22	https://codervent.com/syndash/demo/vertical/component-progress-bars.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-progress-bars.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:31	41114/41114	---M-Z	200	added ('OK')	text/html	etag:%22b8e244b-a09a-5d2a865188e00-gzip%22	https://codervent.com/syndash/demo/vertical/component-spinners.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-spinners.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:31	40153/40153	---M-Z	200	added ('OK')	text/html	etag:%22b8e2444-9cd9-5d2a862f33d00-gzip%22	https://codervent.com/syndash/demo/vertical/component-notifications.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/component-notifications.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:31	40856/40856	---M-Z	200	added ('OK')	text/html	etag:%22b8e2448-9f98-5d2a8660cb200-gzip%22	https://codervent.com/syndash/demo/vertical/components-avtars-chips.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/components-avtars-chips.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:31	41025/41025	---M-Z	200	added ('OK')	text/html	etag:%22b8e244e-a041-5d2a867f4fa00-gzip%22	https://codervent.com/syndash/demo/vertical/content-grid-system.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/content-grid-system.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:38	37134/37134	---M-Z	200	added ('OK')	text/html	etag:%22b8e2450-910e-5d2a868e91e00-gzip%22	https://codervent.com/syndash/demo/vertical/content-typography.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/content-typography.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:41	44634/44634	---M-Z	200	added ('OK')	text/html	etag:%22b8e244f-ae5a-5d2a8686f0c00-gzip%22	https://codervent.com/syndash/demo/vertical/content-text-utilities.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/content-text-utilities.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:42	200497/200497	---M-Z	200	added ('OK')	text/html	etag:%22b8e2464-30f31-5d2a871d9ef80-gzip%22	https://codervent.com/syndash/demo/vertical/icons-line-icons.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/icons-line-icons.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:54	236713/236713	---M-Z	200	added ('OK')	text/html	etag:%22b8e2462-39ca9-5d2a870c74700-gzip%22	https://codervent.com/syndash/demo/vertical/icons-boxicons.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/icons-boxicons.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:50:58	106458/106458	---M-Z	200	added ('OK')	text/html	etag:%22b8e2463-19fda-5d2a8715fdd80-gzip%22	https://codervent.com/syndash/demo/vertical/icons-feather-icons.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/icons-feather-icons.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:01	47921/47921	---M-Z	200	added ('OK')	text/html	etag:%22b8e2459-bb31-5d2a86c7ca500-gzip%22	https://codervent.com/syndash/demo/vertical/form-elements.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-elements.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:02	48591/48591	---M-Z	200	added ('OK')	text/html	etag:%22b8e245b-bdcf-5d2a86d524480-gzip%22	https://codervent.com/syndash/demo/vertical/form-input-group.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-input-group.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:02	45354/45354	---M-Z	200	added ('OK')	text/html	etag:%22b8e245c-b12a-5d2a86deadb00-gzip%22	https://codervent.com/syndash/demo/vertical/form-layouts.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-layouts.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:03	47375/47375	---M-Z	200	added ('OK')	text/html	etag:%22b8e245f-b90f-5d2a86f779580-gzip%22	https://codervent.com/syndash/demo/vertical/form-validations.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-validations.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:08	42120/42120	---M-Z	200	added ('OK')	text/html	etag:%22b8e2460-a488-5d2a86ff1a780-gzip%22	https://codervent.com/syndash/demo/vertical/form-wizard.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-wizard.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:42	34046/34046	---M-Z	200	added ('OK')	text/html	etag:%22b8e245e-84fe-5d2a86f1c0800-gzip%22	https://codervent.com/syndash/demo/vertical/form-text-editor.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-text-editor.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:43	34988/34988	---M-Z	200	added ('OK')	text/html	etag:%22b8e245a-88ac-5d2a86cd83280-gzip%22	https://codervent.com/syndash/demo/vertical/form-file-upload.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-file-upload.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:43	36270/36270	---M-Z	200	added ('OK')	text/html	etag:%22b8e2458-8dae-5d2a86be40e80-gzip%22	https://codervent.com/syndash/demo/vertical/form-date-time-pickes.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-date-time-pickes.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:44	83991/83991	---M-Z	200	added ('OK')	text/html	etag:%22b8e245d-14817-5d2a86e64ed00-gzip%22	https://codervent.com/syndash/demo/vertical/form-select2.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/form-select2.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:45	45280/45280	---M-Z	200	added ('OK')	text/html	etag:%22b8e246c-b0e0-5d2a875e78880-gzip%22	https://codervent.com/syndash/demo/vertical/table-basic-table.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/table-basic-table.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:51:49	61453/61453	---M-Z	200	added ('OK')	text/html	etag:%22b8e246d-f00d-5d2a876431600-gzip%22	https://codervent.com/syndash/demo/vertical/table-datatable.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/table-datatable.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:54	4840/4840	---M-Z	200	added ('OK')	text/html	etag:%22b8e2431-12e8-5d24402ac2b00-gzip%22	https://codervent.com/syndash/demo/vertical/authentication-login.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/authentication-login.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:54	5578/5578	---M-Z	200	added ('OK')	text/html	etag:%22b8e2432-15ca-5d2441df8b180-gzip%22	https://codervent.com/syndash/demo/vertical/authentication-register.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/authentication-register.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:54	1891/1891	---M-Z	200	added ('OK')	text/html	etag:%22b8e242f-763-5d2449aaa1480-gzip%22	https://codervent.com/syndash/demo/vertical/authentication-forgot-password.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/authentication-forgot-password.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:55	2451/2451	---M-Z	200	added ('OK')	text/html	etag:%22b8e2433-993-5d24490e3a380-gzip%22	https://codervent.com/syndash/demo/vertical/authentication-reset-password.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/authentication-reset-password.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:55	1690/1690	---M-Z	200	added ('OK')	text/html	etag:%22b8e2430-69a-5d2449cedea00-gzip%22	https://codervent.com/syndash/demo/vertical/authentication-lock-screen.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/authentication-lock-screen.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:55	52624/52624	---M-Z	200	added ('OK')	text/html	etag:%22b8e2471-cd90-5d2a87886eb80-gzip%22	https://codervent.com/syndash/demo/vertical/user-profile.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/user-profile.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:55	44587/44587	---M-Z	200	added ('OK')	text/html	etag:%22b8e246f-ae2b-5d2a877744300-gzip%22	https://codervent.com/syndash/demo/vertical/timeline.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/timeline.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:56	4392/4392	---M-Z	200	added ('OK')	text/html	etag:%22b8e2453-1128-5d24551c51480-gzip%22	https://codervent.com/syndash/demo/vertical/errors-404-error.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/errors-404-error.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:56	4325/4325	---M-Z	200	added ('OK')	text/html	etag:%22b8e2454-10e5-5d2455b2ff800-gzip%22	https://codervent.com/syndash/demo/vertical/errors-500-error.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/errors-500-error.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:56	4238/4238	---M-Z	200	added ('OK')	text/html	etag:%22b8e2455-108e-5d24569040200-gzip%22	https://codervent.com/syndash/demo/vertical/errors-coming-soon.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/errors-coming-soon.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:57	62912/62912	---M-Z	200	added ('OK')	text/html	etag:%22b8e2456-f5c0-5d2a86aefea80-gzip%22	https://codervent.com/syndash/demo/vertical/faq.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/faq.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:57	37011/37011	---M-Z	200	added ('OK')	text/html	etag:%22b8e246b-9093-5d2a8754ef200-gzip%22	https://codervent.com/syndash/demo/vertical/pricing-table.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/pricing-table.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:57	36689/36689	---M-Z	200	added ('OK')	text/html	etag:%22b8e2434-8f51-5d2a90ba19c80-gzip%22	https://codervent.com/syndash/demo/vertical/charts-apex-chart.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/charts-apex-chart.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:58	37419/37419	---M-Z	200	added ('OK')	text/html	etag:%22b8e2435-922b-5d2a85a026b80-gzip%22	https://codervent.com/syndash/demo/vertical/charts-chartjs.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/charts-chartjs.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:53:59	37417/37417	---M-Z	200	added ('OK')	text/html	etag:%22b8e2436-9229-5d2a85ad80b00-gzip%22	https://codervent.com/syndash/demo/vertical/charts-highcharts.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/charts-highcharts.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:01	34765/34765	---M-Z	200	added ('OK')	text/html	etag:%22b8e2468-87cd-5d2a873a3b300-gzip%22	https://codervent.com/syndash/demo/vertical/map-google-maps.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/map-google-maps.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:02	35973/35973	---M-Z	200	added ('OK')	text/html	etag:%22b8e2469-8c85-5d2a8741dc500-gzip%22	https://codervent.com/syndash/demo/vertical/map-vector-maps.html	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/map-vector-maps.html	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:04	21008/21008	---M--	200	added ('OK')	image/png	etag:%22b8e22f0-5210-5b43ea1bc5680%22	https://codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-2.png	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-2.png	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:06	112136/112136	---M--	200	added ('OK')	image/png	etag:%22b8e22e5-1b608-5b43ea1f95f80%22	https://codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-1.png	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-1.png	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:09	21153/21153	---M--	200	added ('OK')	image/png	etag:%22b8e22f7-52a1-5b43ea19dd200%22	https://codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-3.png	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-3.png	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:10	18097/18097	---M--	200	added ('OK')	image/png	etag:%22b8e22f8-46b1-5b43ea19dd200%22	https://codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-4.png	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-4.png	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:54:14	15359/15359	---M--	200	added ('OK')	image/png	etag:%22b8e22f9-3bff-5b43ea19dd200%22	https://codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-5.png	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-5.png	(from https://codervent.com/syndash/demo/vertical/index2.html)
10:56:18	21859/21859	---M--	200	added ('OK')	image/png	etag:%22b8e22fb-5563-5b43ea1bc5680%22	https://codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-7.png	C:/My%20Web%20Sites/envato_admin_dashboard/codervent.com/syndash/demo/vertical/assets/images/avatars/avatar-7.png	(from https://codervent.com/syndash/demo/vertical/index2.html)
